date,S,I,R,susceptible,infected,recovered,cases,forecast
2020-03-28,136739.78937873192,54569.92508698,17909.306878372652,130423.02134408453,59360.0,19436.0,78796.0,72479.23196535265
2020-03-29,129412.10627203235,59398.10591546542,20408.809156586805,124077.02134408453,63406.0,21736.0,85142.0,79806.91507205223
2020-03-30,121908.12727515081,64191.26959565701,23119.62447327676,115055.02134408453,69505.0,24659.0,94164.0,87310.89406893376
2020-03-31,114314.21516686754,68866.40457999174,26038.401597225307,107083.02134408453,73451.0,28685.0,102136.0,94904.80617721705
2020-04-01,106719.69324697646,73341.18075161014,29158.147345497986,98981.02134408453,77190.0,33048.0,110238.0,102499.32809710813
2020-04-02,99212.46438790296,77538.20655565157,32468.350400530057,91509.02134408453,80786.0,36924.0,117710.0,110006.55695618162
2020-04-03,91874.84027169025,81388.89607676213,35955.28499563221,84483.02134408453,83399.0,41337.0,124736.0,117344.18107239433
2020-04-04,84779.9961814725,84836.5569191814,39602.46824343071,78460.02134408453,85224.0,45535.0,130759.0,124439.02516261212
2020-04-05,77989.3476711091,87838.4427144833,43391.23095849219,74187.02134408453,86847.0,48185.0,135032.0,131229.6736729755
2020-04-06,71551.01222019824,90366.65573887911,47301.353385007256,68709.02134408453,88671.0,51839.0,140510.0,137668.00912388635
2020-04-07,65499.34948674253,92407.95579543724,51311.71606190482,62529.021344084525,89623.0,57067.0,146690.0,143719.67185734207
2020-04-08,59855.44657739775,93962.65337079467,55400.9213958922,56773.021344084525,90573.0,61873.0,152446.0,149363.57476668686
2020-04-09,54628.33294728188,95042.83728514521,59547.85111165751,52197.021344084525,90763.0,66259.0,157022.0,154590.68839680273
2020-04-10,49816.67444241948,95670.21048356862,63732.136418096496,47367.021344084525,91835.0,70017.0,161852.0,159402.34690166512
2020-04-11,45410.703961180174,95873.78812294705,67934.52925995737,43200.021344084525,92488.0,73531.0,166019.0,163808.3173829044
2020-04-12,41394.18453229945,95687.66349304945,72137.1733187357,39815.021344084525,93183.0,76221.0,169404.0,167824.83681178515
2020-04-13,37746.25608664491,95148.98345392258,76323.78180351708,36667.021344084525,93037.0,79515.0,172552.0,171472.76525743966
2020-04-14,34443.06801544084,94296.22119615556,80479.73213248818,31755.021344084525,93506.0,83958.0,177464.0,174775.95332864375
2020-04-15,27798.96128508033,96745.47037162249,84674.58968738173,26946.021344084525,93919.0,88354.0,182273.0,181420.06005900423
2020-04-16,22346.255527110374,97924.42087183599,88948.3449451382,21989.021344084525,94800.0,92430.0,187230.0,186872.7658169742
